date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2018-09-27,413.9868,124997.9868,124584.0,1.24998,100000.0,1.2465
2018-09-28,413.9868,128593.9868,128180.0,1.28594,100000.0,1.25
2018-10-08,413.9868,121633.9868,121220.0,1.21634,100000.0,1.2859
2018-10-09,413.9868,122909.9868,122496.0,1.2291,100000.0,1.2163
2018-10-10,413.9868,121633.9868,121220.0,1.21634,100000.0,1.2291
2018-10-11,413.9868,114789.9868,114376.0,1.1479,100000.0,1.2163
2018-10-12,413.9868,119893.9868,119480.0,1.19894,100000.0,1.1479
2018-10-15,413.9868,117689.9868,117276.0,1.1769,100000.0,1.1989
2018-10-16,413.9868,120705.9868,120292.0,1.20706,100000.0,1.1769
2018-10-17,413.9868,120241.9868,119828.0,1.20242,100000.0,1.2071
2018-10-18,413.9868,117457.9868,117044.0,1.17458,100000.0,1.2024
2018-10-19,413.9868,125229.9868,124816.0,1.2523,100000.0,1.1746
2018-10-22,413.9868,129753.9868,129340.0,1.29754,100000.0,1.2523
2018-10-23,413.9868,126157.9868,125744.0,1.26158,100000.0,1.2975
2018-10-24,413.9868,128477.9868,128064.0,1.28478,100000.0,1.2616
2018-10-25,413.9868,131377.9868,130964.0,1.31378,100000.0,1.2848
2018-10-26,413.9868,130101.9868,129688.0,1.30102,100000.0,1.3138
2018-10-29,413.9868,125113.9868,124700.0,1.25114,100000.0,1.301
2018-10-30,413.9868,126853.9868,126440.0,1.26854,100000.0,1.2511
2018-10-31,413.9868,126969.9868,126556.0,1.2697,100000.0,1.2685
2018-11-01,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2697
2018-11-02,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-05,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-06,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-07,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-08,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-09,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-12,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-13,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-14,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-15,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-16,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-19,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-20,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-21,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-22,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-23,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-26,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-27,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-28,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-29,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-11-30,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-03,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-04,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-05,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-06,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-07,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-10,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-11,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-12,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-13,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-14,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-17,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-18,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-19,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-20,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-21,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-24,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-25,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-26,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-27,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2018-12-28,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2019-01-02,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2019-01-03,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2019-01-04,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2019-01-07,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2019-01-08,125815.8564,125815.8564,0.0,1.258159,100000.0,1.2582
2019-01-09,471.6612,125715.6612,125244.0,1.257157,100000.0,1.2582
2019-01-10,471.6612,127731.6612,127260.0,1.277317,100000.0,1.2572
2019-01-11,471.6612,128991.6612,128520.0,1.289917,100000.0,1.2773
2019-01-14,471.6612,127857.6612,127386.0,1.278577,100000.0,1.2899
2019-01-15,471.6612,129495.6612,129024.0,1.294957,100000.0,1.2786
2019-01-16,471.6612,132519.6612,132048.0,1.325197,100000.0,1.295
2019-01-17,471.6612,129621.6612,129150.0,1.296217,100000.0,1.3252
2019-01-18,471.6612,131889.6612,131418.0,1.318897,100000.0,1.2962
2019-01-21,471.6612,130755.6612,130284.0,1.307557,100000.0,1.3189
2019-01-22,471.6612,129999.6612,129528.0,1.299997,100000.0,1.3076
2019-01-23,471.6612,130881.6612,130410.0,1.308817,100000.0,1.3
2019-01-24,471.6612,133023.6612,132552.0,1.330237,100000.0,1.3088
2019-01-25,471.6612,139071.6612,138600.0,1.390717,100000.0,1.3302
2019-01-28,471.6612,138315.6612,137844.0,1.383157,100000.0,1.3907
2019-01-29,471.6612,139071.6612,138600.0,1.390717,100000.0,1.3832
2019-01-30,471.6612,138441.6612,137970.0,1.384417,100000.0,1.3907
2019-01-31,471.6612,140331.6612,139860.0,1.403317,100000.0,1.3844
2019-02-01,471.6612,141591.6612,141120.0,1.415917,100000.0,1.4033
2019-02-11,471.6612,141717.6612,141246.0,1.417177,100000.0,1.4159
2019-02-12,471.6612,141465.6612,140994.0,1.414657,100000.0,1.4172
2019-02-13,471.6612,143859.6612,143388.0,1.438597,100000.0,1.4147
2019-02-14,471.6612,142221.6612,141750.0,1.422217,100000.0,1.4386
2019-02-15,471.6612,138441.6612,137970.0,1.384417,100000.0,1.4222
2019-02-18,471.6612,143607.6612,143136.0,1.436077,100000.0,1.3844
2019-02-19,471.6612,142473.6612,142002.0,1.424737,100000.0,1.4361
2019-02-20,471.6612,144237.6612,143766.0,1.442377,100000.0,1.4247
2019-02-21,471.6612,143607.6612,143136.0,1.436077,100000.0,1.4424
2019-02-22,471.6612,145875.6612,145404.0,1.458757,100000.0,1.4361
2019-02-25,471.6612,158601.6612,158130.0,1.586017,100000.0,1.4588
2019-02-26,471.6612,154191.6612,153720.0,1.541917,100000.0,1.586
2019-02-27,471.6612,156711.6612,156240.0,1.567117,100000.0,1.5419
2019-02-28,471.6612,156207.6612,155736.0,1.562077,100000.0,1.5671
2019-03-01,471.6612,161247.6612,160776.0,1.612477,100000.0,1.5621
2019-03-04,471.6612,164145.6612,163674.0,1.641457,100000.0,1.6125
2019-03-05,471.6612,165027.6612,164556.0,1.650277,100000.0,1.6415
2019-03-06,471.6612,165279.6612,164808.0,1.652797,100000.0,1.6503
2019-03-07,471.6612,160995.6612,160524.0,1.609957,100000.0,1.6528
2019-03-08,471.6612,155451.6612,154980.0,1.554517,100000.0,1.61
2019-03-11,155424.2436,155424.2436,0.0,1.554242,100000.0,1.5545
2019-03-12,155424.2436,155424.2436,0.0,1.554242,100000.0,1.5542
2019-03-13,155424.2436,155424.2436,0.0,1.554242,100000.0,1.5542
2019-03-14,155424.2436,155424.2436,0.0,1.554242,100000.0,1.5542
2019-03-15,155424.2436,155424.2436,0.0,1.554242,100000.0,1.5542
2019-03-18,380.3076,155300.3076,154920.0,1.553003,100000.0,1.5542
2019-03-19,380.3076,153860.3076,153480.0,1.538603,100000.0,1.553
2019-03-20,380.3076,153380.3076,153000.0,1.533803,100000.0,1.5386
2019-03-21,380.3076,152660.3076,152280.0,1.526603,100000.0,1.5338
2019-03-22,380.3076,151460.3076,151080.0,1.514603,100000.0,1.5266
2019-03-25,380.3076,145700.3076,145320.0,1.457003,100000.0,1.5146
2019-03-26,380.3076,145580.3076,145200.0,1.455803,100000.0,1.457
2019-03-27,380.3076,148940.3076,148560.0,1.489403,100000.0,1.4558
2019-03-28,380.3076,147020.3076,146640.0,1.470203,100000.0,1.4894
2019-03-29,380.3076,154220.3076,153840.0,1.542203,100000.0,1.4702
2019-04-01,380.3076,158540.3076,158160.0,1.585403,100000.0,1.5422
2019-04-02,380.3076,160700.3076,160320.0,1.607003,100000.0,1.5854
2019-04-03,380.3076,161660.3076,161280.0,1.616603,100000.0,1.607
2019-04-04,380.3076,166700.3076,166320.0,1.667003,100000.0,1.6166
2019-04-08,380.3076,167900.3076,167520.0,1.679003,100000.0,1.667
2019-04-09,380.3076,166100.3076,165720.0,1.661003,100000.0,1.679
2019-04-10,380.3076,165140.3076,164760.0,1.651403,100000.0,1.661
2019-04-11,380.3076,162860.3076,162480.0,1.628603,100000.0,1.6514
2019-04-12,380.3076,161420.3076,161040.0,1.614203,100000.0,1.6286
2019-04-15,380.3076,164660.3076,164280.0,1.646603,100000.0,1.6142
2019-04-16,380.3076,175340.3076,174960.0,1.753403,100000.0,1.6466
2019-04-17,380.3076,172580.3076,172200.0,1.725803,100000.0,1.7534
2019-04-18,380.3076,172460.3076,172080.0,1.724603,100000.0,1.7258
2019-04-19,380.3076,177140.3076,176760.0,1.771403,100000.0,1.7246
2019-04-22,380.3076,170180.3076,169800.0,1.701803,100000.0,1.7714
2019-04-23,380.3076,169220.3076,168840.0,1.692203,100000.0,1.7018
2019-04-24,380.3076,173660.3076,173280.0,1.736603,100000.0,1.6922
2019-04-25,169635.0996,169635.0996,0.0,1.696351,100000.0,1.7366
2019-04-26,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-04-29,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-04-30,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-06,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-07,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-08,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-09,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-10,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-13,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-14,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-15,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-16,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-17,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-20,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-21,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-22,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-23,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-24,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-27,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-28,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-29,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-30,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-05-31,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-06-03,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-06-04,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-06-05,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-06-06,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-06-10,169635.0996,169635.0996,0.0,1.696351,100000.0,1.6964
2019-06-11,1255.5036,169500.5036,168245.0,1.695005,100000.0,1.6964
2019-06-12,1255.5036,168436.5036,167181.0,1.684365,100000.0,1.695
2019-06-13,1255.5036,168702.5036,167447.0,1.687025,100000.0,1.6844
2019-06-14,1255.5036,167372.5036,166117.0,1.673725,100000.0,1.687
2019-06-17,1255.5036,169766.5036,168511.0,1.697665,100000.0,1.6737
2019-06-18,1255.5036,171495.5036,170240.0,1.714955,100000.0,1.6977
2019-06-19,1255.5036,175086.5036,173831.0,1.750865,100000.0,1.715
2019-06-20,1255.5036,184795.5036,183540.0,1.847955,100000.0,1.7509
2019-06-21,1255.5036,182667.5036,181412.0,1.826675,100000.0,1.848
2019-06-24,1255.5036,183332.5036,182077.0,1.833325,100000.0,1.8267
2019-06-25,1255.5036,179874.5036,178619.0,1.798745,100000.0,1.8333
2019-06-26,3184.0036,181005.0036,177821.0,1.81005,100000.0,1.7987
2019-06-27,3184.0036,185527.0036,182343.0,1.85527,100000.0,1.8101
2019-06-28,3184.0036,186458.0036,183274.0,1.86458,100000.0,1.8553
2019-07-01,3184.0036,188453.0036,185269.0,1.88453,100000.0,1.8646
2019-07-02,3184.0036,191778.0036,188594.0,1.91778,100000.0,1.8845
2019-07-03,3184.0036,189517.0036,186333.0,1.89517,100000.0,1.9178
2019-07-04,3184.0036,189251.0036,186067.0,1.89251,100000.0,1.8952
2019-07-05,3184.0036,188320.0036,185136.0,1.8832,100000.0,1.8925
2019-07-08,3184.0036,183931.0036,180747.0,1.83931,100000.0,1.8832
2019-07-09,3184.0036,183931.0036,180747.0,1.83931,100000.0,1.8393
2019-07-10,183207.3772,183207.3772,0.0,1.832074,100000.0,1.8393
2019-07-11,183207.3772,183207.3772,0.0,1.832074,100000.0,1.8321
2019-07-12,913.6588,183061.6588,182148.0,1.830617,100000.0,1.8321
2019-07-15,913.6588,181513.6588,180600.0,1.815137,100000.0,1.8306
2019-07-16,913.6588,178288.6588,177375.0,1.782887,100000.0,1.8151
2019-07-17,913.6588,177514.6588,176601.0,1.775147,100000.0,1.7829
2019-07-18,913.6588,177256.6588,176343.0,1.772567,100000.0,1.7751
2019-07-19,913.6588,181384.6588,180471.0,1.813847,100000.0,1.7726
2019-07-22,913.6588,179578.6588,178665.0,1.795787,100000.0,1.8138
2019-07-23,913.6588,178417.6588,177504.0,1.784177,100000.0,1.7958
2019-07-24,913.6588,179965.6588,179052.0,1.799657,100000.0,1.7842
2019-07-25,913.6588,184093.6588,183180.0,1.840937,100000.0,1.7997
2019-07-26,913.6588,184480.6588,183567.0,1.844807,100000.0,1.8409
2019-07-29,913.6588,185254.6588,184341.0,1.852547,100000.0,1.8448
2019-07-30,913.6588,186286.6588,185373.0,1.862867,100000.0,1.8525
2019-07-31,913.6588,183190.6588,182277.0,1.831907,100000.0,1.8629
2019-08-01,913.6588,182803.6588,181890.0,1.828037,100000.0,1.8319
2019-08-02,913.6588,178159.6588,177246.0,1.781597,100000.0,1.828
2019-08-05,913.6588,173128.6588,172215.0,1.731287,100000.0,1.7816
2019-08-06,913.6588,173386.6588,172473.0,1.733867,100000.0,1.7313
2019-08-07,913.6588,175579.6588,174666.0,1.755797,100000.0,1.7339
2019-08-08,913.6588,186415.6588,185502.0,1.864157,100000.0,1.7558
2019-08-09,913.6588,188221.6588,187308.0,1.882217,100000.0,1.8642
2019-08-12,913.6588,195961.6588,195048.0,1.959617,100000.0,1.8822
2019-08-13,913.6588,192994.6588,192081.0,1.929947,100000.0,1.9596
2019-08-14,913.6588,194026.6588,193113.0,1.940267,100000.0,1.9299
2019-08-15,913.6588,193639.6588,192726.0,1.936397,100000.0,1.9403
2019-08-16,913.6588,193123.6588,192210.0,1.931237,100000.0,1.9364
2019-08-19,913.6588,193381.6588,192468.0,1.933817,100000.0,1.9312
2019-08-20,913.6588,194284.6588,193371.0,1.942847,100000.0,1.9338
2019-08-21,913.6588,187318.6588,186405.0,1.873187,100000.0,1.9428
2019-08-22,913.6588,185512.6588,184599.0,1.855127,100000.0,1.8732
2019-08-23,913.6588,189898.6588,188985.0,1.898987,100000.0,1.8551
2019-08-26,913.6588,184738.6588,183825.0,1.847387,100000.0,1.899
2019-08-27,913.6588,185512.6588,184599.0,1.855127,100000.0,1.8474
2019-08-28,913.6588,184996.6588,184083.0,1.849967,100000.0,1.8551
2019-08-29,913.6588,183190.6588,182277.0,1.831907,100000.0,1.85
2019-08-30,913.6588,183577.6588,182664.0,1.835777,100000.0,1.8319
2019-09-02,913.6588,187318.6588,186405.0,1.873187,100000.0,1.8358
2019-09-03,913.6588,185383.6588,184470.0,1.853837,100000.0,1.8732
2019-09-04,913.6588,187189.6588,186276.0,1.871897,100000.0,1.8538
2019-09-05,913.6588,188995.6588,188082.0,1.889957,100000.0,1.8719
2019-09-06,913.6588,191962.6588,191049.0,1.919627,100000.0,1.89
2019-09-09,913.6588,190414.6588,189501.0,1.904147,100000.0,1.9196
2019-09-10,913.6588,188608.6588,187695.0,1.886087,100000.0,1.9041
2019-09-11,913.6588,188737.6588,187824.0,1.887377,100000.0,1.8861
2019-09-12,913.6588,190285.6588,189372.0,1.902857,100000.0,1.8874
2019-09-16,913.6588,187318.6588,186405.0,1.873187,100000.0,1.9029
2019-09-17,913.6588,184609.6588,183696.0,1.846097,100000.0,1.8732
2019-09-18,913.6588,186802.6588,185889.0,1.868027,100000.0,1.8461
2019-09-19,913.6588,192349.6588,191436.0,1.923497,100000.0,1.868
2019-09-20,913.6588,198799.6588,197886.0,1.987997,100000.0,1.9235
2019-09-23,913.6588,199315.6588,198402.0,1.993157,100000.0,1.988
2019-09-24,913.6588,196735.6588,195822.0,1.967357,100000.0,1.9932
2019-09-25,913.6588,204088.6588,203175.0,2.040887,100000.0,1.9674
2019-09-26,913.6588,203572.6588,202659.0,2.035727,100000.0,2.0409
2019-09-27,913.6588,206023.6588,205110.0,2.060237,100000.0,2.0357
2019-09-30,913.6588,202024.6588,201111.0,2.020247,100000.0,2.0602
2019-10-08,913.6588,209893.6588,208980.0,2.098937,100000.0,2.0202
2019-10-09,913.6588,210538.6588,209625.0,2.105387,100000.0,2.0989
2019-10-10,913.6588,210409.6588,209496.0,2.104097,100000.0,2.1054
2019-10-11,913.6588,217762.6588,216849.0,2.177627,100000.0,2.1041
2019-10-14,913.6588,223051.6588,222138.0,2.230517,100000.0,2.1776
2019-10-15,913.6588,222535.6588,221622.0,2.225357,100000.0,2.2305
2019-10-16,913.6588,217504.6588,216591.0,2.175047,100000.0,2.2254
2019-10-17,913.6588,216343.6588,215430.0,2.163437,100000.0,2.175
2019-10-18,913.6588,213892.6588,212979.0,2.138927,100000.0,2.1634
2019-10-21,913.6588,218794.6588,217881.0,2.187947,100000.0,2.1389
2019-10-22,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1879
2019-10-23,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-10-24,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-10-25,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-10-28,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-10-29,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-10-30,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-10-31,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-01,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-04,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-05,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-06,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-07,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-08,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-11,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-12,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-13,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-14,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-15,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-18,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-19,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-20,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-21,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-22,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-25,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-26,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-27,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-28,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-11-29,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-02,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-03,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-04,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-05,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-06,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-09,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-10,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-11,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-12,212350.3864,212350.3864,0.0,2.123504,100000.0,2.1235
2019-12-13,1009.4488,212181.4488,211172.0,2.121814,100000.0,2.1235
2019-12-16,1009.4488,212312.4488,211303.0,2.123124,100000.0,2.1218
2019-12-17,1009.4488,217159.4488,216150.0,2.171594,100000.0,2.1231
2019-12-18,1009.4488,216635.4488,215626.0,2.166354,100000.0,2.1716
2019-12-19,1009.4488,217814.4488,216805.0,2.178144,100000.0,2.1664
2019-12-20,1009.4488,218338.4488,217329.0,2.183384,100000.0,2.1781
2019-12-23,1009.4488,213753.4488,212744.0,2.137534,100000.0,2.1834
2019-12-24,1009.4488,215849.4488,214840.0,2.158494,100000.0,2.1375
2019-12-25,1009.4488,214539.4488,213530.0,2.145394,100000.0,2.1585
2019-12-26,1009.4488,216766.4488,215757.0,2.167664,100000.0,2.1454
2019-12-27,1009.4488,218862.4488,217853.0,2.188624,100000.0,2.1677
2019-12-30,1009.4488,218076.4488,217067.0,2.180764,100000.0,2.1886
2019-12-31,1009.4488,216504.4488,215495.0,2.165044,100000.0,2.1808
2020-01-02,1009.4488,222006.4488,220997.0,2.220064,100000.0,2.165
2020-01-03,1009.4488,226067.4488,225058.0,2.260674,100000.0,2.2201
2020-01-06,1009.4488,224626.4488,223617.0,2.246264,100000.0,2.2607
2020-01-07,1009.4488,225674.4488,224665.0,2.256744,100000.0,2.2463
2020-01-08,1009.4488,219255.4488,218246.0,2.192554,100000.0,2.2567
2020-01-09,1009.4488,220958.4488,219949.0,2.209584,100000.0,2.1926
2020-01-10,1009.4488,219648.4488,218639.0,2.196484,100000.0,2.2096
2020-01-13,1009.4488,223578.4488,222569.0,2.235784,100000.0,2.1965
2020-01-14,1009.4488,220565.4488,219556.0,2.205654,100000.0,2.2358
2020-01-15,1009.4488,217421.4488,216412.0,2.174214,100000.0,2.2057
2020-01-16,1009.4488,214932.4488,213923.0,2.149324,100000.0,2.1742
2020-01-17,1009.4488,215718.4488,214709.0,2.157184,100000.0,2.1493
2020-01-20,1009.4488,216504.4488,215495.0,2.165044,100000.0,2.1572
2020-01-21,1009.4488,210609.4488,209600.0,2.106094,100000.0,2.165
2020-01-22,1009.4488,211788.4488,210779.0,2.117884,100000.0,2.1061
2020-01-23,1009.4488,204583.4488,203574.0,2.045834,100000.0,2.1179
2020-02-03,1009.4488,184278.4488,183269.0,1.842784,100000.0,2.0458
2020-02-04,1009.4488,192269.4488,191260.0,1.922694,100000.0,1.8428
