date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2020-02-05,1009.4488,192662.4488,191653.0,1.926624,100000.0,1.9227
2020-02-06,1009.4488,194496.4488,193487.0,1.944964,100000.0,1.9266
2020-02-07,1009.4488,192531.4488,191522.0,1.925314,100000.0,1.945
2020-02-10,1009.4488,190959.4488,189950.0,1.909594,100000.0,1.9253
2020-02-11,1009.4488,194758.4488,193749.0,1.947584,100000.0,1.9096
2020-02-12,1009.4488,194496.4488,193487.0,1.944964,100000.0,1.9476
2020-02-13,1009.4488,192924.4488,191915.0,1.929244,100000.0,1.945
2020-02-14,1009.4488,197902.4488,196893.0,1.979024,100000.0,1.9292
2020-02-17,1009.4488,202356.4488,201347.0,2.023564,100000.0,1.979
2020-02-18,1009.4488,200129.4488,199120.0,2.001294,100000.0,2.0236
2020-02-19,1009.4488,200653.4488,199644.0,2.006534,100000.0,2.0013
2020-02-20,1009.4488,205238.4488,204229.0,2.052384,100000.0,2.0065
2020-02-21,1009.4488,205107.4488,204098.0,2.051074,100000.0,2.0524
2020-02-24,1009.4488,200522.4488,199513.0,2.005224,100000.0,2.0511
2020-02-25,1009.4488,198033.4488,197024.0,1.980334,100000.0,2.0052
2020-02-26,1009.4488,197378.4488,196369.0,1.973784,100000.0,1.9803
2020-02-27,1009.4488,198950.4488,197941.0,1.989504,100000.0,1.9738
2020-02-28,1009.4488,190959.4488,189950.0,1.909594,100000.0,1.9895
2020-03-02,1009.4488,194758.4488,193749.0,1.947584,100000.0,1.9096
2020-03-03,1009.4488,193841.4488,192832.0,1.938414,100000.0,1.9476
2020-03-04,193102.0586,193102.0586,0.0,1.931021,100000.0,1.9384
2020-03-05,573.1586,192948.1586,192375.0,1.929482,100000.0,1.931
2020-03-06,573.1586,188448.1586,187875.0,1.884482,100000.0,1.9295
2020-03-09,573.1586,181198.1586,180625.0,1.811982,100000.0,1.8845
2020-03-10,573.1586,185073.1586,184500.0,1.850732,100000.0,1.812
2020-03-11,573.1586,184198.1586,183625.0,1.841982,100000.0,1.8507
2020-03-12,573.1586,184073.1586,183500.0,1.840732,100000.0,1.842
2020-03-13,573.1586,182073.1586,181500.0,1.820732,100000.0,1.8407
2020-03-16,573.1586,172448.1586,171875.0,1.724482,100000.0,1.8207
2020-03-17,573.1586,168198.1586,167625.0,1.681982,100000.0,1.7245
2020-03-18,573.1586,159448.1586,158875.0,1.594482,100000.0,1.682
2020-03-19,573.1586,153448.1586,152875.0,1.534482,100000.0,1.5945
2020-03-20,573.1586,157073.1586,156500.0,1.570732,100000.0,1.5345
2020-03-23,573.1586,152448.1586,151875.0,1.524482,100000.0,1.5707
2020-03-24,573.1586,158198.1586,157625.0,1.581982,100000.0,1.5245
2020-03-25,573.1586,161448.1586,160875.0,1.614482,100000.0,1.582
2020-03-26,573.1586,163823.1586,163250.0,1.638232,100000.0,1.6145
2020-03-27,573.1586,164948.1586,164375.0,1.649482,100000.0,1.6382
2020-03-30,573.1586,162323.1586,161750.0,1.623232,100000.0,1.6495
2020-03-31,573.1586,160573.1586,160000.0,1.605732,100000.0,1.6232
2020-04-01,573.1586,161698.1586,161125.0,1.616982,100000.0,1.6057
2020-04-02,573.1586,162698.1586,162125.0,1.626982,100000.0,1.617
2020-04-03,573.1586,158198.1586,157625.0,1.581982,100000.0,1.627
2020-04-07,573.1586,161573.1586,161000.0,1.615732,100000.0,1.582
2020-04-08,573.1586,160323.1586,159750.0,1.603232,100000.0,1.6157
2020-04-09,573.1586,159823.1586,159250.0,1.598232,100000.0,1.6032
2020-04-10,573.1586,160448.1586,159875.0,1.604482,100000.0,1.5982
2020-04-13,573.1586,157948.1586,157375.0,1.579482,100000.0,1.6045
2020-04-14,573.1586,161323.1586,160750.0,1.613232,100000.0,1.5795
2020-04-15,573.1586,161448.1586,160875.0,1.614482,100000.0,1.6132
2020-04-16,573.1586,159073.1586,158500.0,1.590732,100000.0,1.6145
2020-04-17,573.1586,161698.1586,161125.0,1.616982,100000.0,1.5907
2020-04-20,573.1586,162948.1586,162375.0,1.629482,100000.0,1.617
2020-04-21,573.1586,168698.1586,168125.0,1.686982,100000.0,1.6295
2020-04-22,573.1586,165948.1586,165375.0,1.659482,100000.0,1.687
2020-04-23,573.1586,165948.1586,165375.0,1.659482,100000.0,1.6595
2020-04-24,573.1586,166073.1586,165500.0,1.660732,100000.0,1.6595
2020-04-27,573.1586,169323.1586,168750.0,1.693232,100000.0,1.6607
2020-04-28,573.1586,169573.1586,169000.0,1.695732,100000.0,1.6932
2020-04-29,573.1586,175823.1586,175250.0,1.758232,100000.0,1.6957
2020-04-30,573.1586,174698.1586,174125.0,1.746982,100000.0,1.7582
2020-05-06,573.1586,172698.1586,172125.0,1.726982,100000.0,1.747
2020-05-07,573.1586,171698.1586,171125.0,1.716982,100000.0,1.727
2020-05-08,573.1586,174948.1586,174375.0,1.749482,100000.0,1.717
2020-05-11,573.1586,175573.1586,175000.0,1.755732,100000.0,1.7495
2020-05-12,573.1586,172948.1586,172375.0,1.729482,100000.0,1.7557
2020-05-13,573.1586,170948.1586,170375.0,1.709482,100000.0,1.7295
2020-05-14,573.1586,166823.1586,166250.0,1.668232,100000.0,1.7095
2020-05-15,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6682
2020-05-18,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-19,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-20,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-21,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-22,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-25,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-26,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-27,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-28,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-05-29,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-06-01,165650.4836,165650.4836,0.0,1.656505,100000.0,1.6565
2020-06-02,208.2356,165518.2356,165310.0,1.655182,100000.0,1.6565
2020-06-03,208.2356,165396.2356,165188.0,1.653962,100000.0,1.6552
2020-06-04,208.2356,165762.2356,165554.0,1.657622,100000.0,1.654
2020-06-05,208.2356,166006.2356,165798.0,1.660062,100000.0,1.6576
2020-06-08,208.2356,166372.2356,166164.0,1.663722,100000.0,1.6601
2020-06-09,208.2356,166982.2356,166774.0,1.669822,100000.0,1.6637
2020-06-10,208.2356,164786.2356,164578.0,1.647862,100000.0,1.6698
2020-06-11,208.2356,159784.2356,159576.0,1.597842,100000.0,1.6479
2020-06-12,208.2356,158686.2356,158478.0,1.586862,100000.0,1.5978
2020-06-15,208.2356,156612.2356,156404.0,1.566122,100000.0,1.5869
2020-06-16,208.2356,157466.2356,157258.0,1.574662,100000.0,1.5661
2020-06-17,208.2356,156978.2356,156770.0,1.569782,100000.0,1.5747
2020-06-18,208.2356,155880.2356,155672.0,1.558802,100000.0,1.5698
2020-06-19,208.2356,156368.2356,156160.0,1.563682,100000.0,1.5588
2020-06-22,208.2356,154416.2356,154208.0,1.544162,100000.0,1.5637
2020-06-23,208.2356,153928.2356,153720.0,1.539282,100000.0,1.5442
2020-06-24,208.2356,156368.2356,156160.0,1.563682,100000.0,1.5393
2020-06-29,208.2356,156368.2356,156160.0,1.563682,100000.0,1.5637
2020-06-30,208.2356,156368.2356,156160.0,1.563682,100000.0,1.5637
2020-07-01,208.2356,160272.2356,160064.0,1.602722,100000.0,1.5637
2020-07-02,208.2356,164054.2356,163846.0,1.640542,100000.0,1.6027
2020-07-03,208.2356,174058.2356,173850.0,1.740582,100000.0,1.6405
2020-07-06,208.2356,191504.2356,191296.0,1.915042,100000.0,1.7406
2020-07-07,208.2356,189064.2356,188856.0,1.890642,100000.0,1.915
2020-07-08,208.2356,192480.2356,192272.0,1.924802,100000.0,1.8906
2020-07-09,208.2356,189674.2356,189466.0,1.896742,100000.0,1.9248
2020-07-10,208.2356,181500.2356,181292.0,1.815002,100000.0,1.8967
2020-07-13,208.2356,181866.2356,181658.0,1.818662,100000.0,1.815
2020-07-14,208.2356,179304.2356,179096.0,1.793042,100000.0,1.8187
2020-07-15,208.2356,174302.2356,174094.0,1.743022,100000.0,1.793
2020-07-16,208.2356,172838.2356,172630.0,1.728382,100000.0,1.743
2020-07-17,208.2356,172716.2356,172508.0,1.727162,100000.0,1.7284
2020-07-20,208.2356,179914.2356,179706.0,1.799142,100000.0,1.7272
2020-07-21,208.2356,176986.2356,176778.0,1.769862,100000.0,1.7991
2020-07-22,208.2356,176010.2356,175802.0,1.760102,100000.0,1.7699
2020-07-23,208.2356,171130.2356,170922.0,1.711302,100000.0,1.7601
2020-07-24,208.2356,164908.2356,164700.0,1.649082,100000.0,1.7113
2020-07-27,208.2356,161736.2356,161528.0,1.617362,100000.0,1.6491
2020-07-28,208.2356,162956.2356,162748.0,1.629562,100000.0,1.6174
2020-07-29,208.2356,165396.2356,165188.0,1.653962,100000.0,1.6296
2020-07-30,208.2356,163322.2356,163114.0,1.633222,100000.0,1.654
2020-07-31,208.2356,162956.2356,162748.0,1.629562,100000.0,1.6332
2020-08-03,208.2356,166006.2356,165798.0,1.660062,100000.0,1.6296
2020-08-04,208.2356,171496.2356,171288.0,1.714962,100000.0,1.6601
2020-08-05,208.2356,168080.2356,167872.0,1.680802,100000.0,1.715
2020-08-06,208.2356,169788.2356,169580.0,1.697882,100000.0,1.6808
2020-08-07,208.2356,167348.2356,167140.0,1.673482,100000.0,1.6979
2020-08-10,208.2356,170398.2356,170190.0,1.703982,100000.0,1.6735
2020-08-11,208.2356,172594.2356,172386.0,1.725942,100000.0,1.704
2020-08-12,208.2356,175644.2356,175436.0,1.756442,100000.0,1.7259
2020-08-13,208.2356,173204.2356,172996.0,1.732042,100000.0,1.7564
2020-08-14,208.2356,176742.2356,176534.0,1.767422,100000.0,1.732
2020-08-17,208.2356,185526.2356,185318.0,1.855262,100000.0,1.7674
2020-08-18,208.2356,185038.2356,184830.0,1.850382,100000.0,1.8553
2020-08-19,208.2356,184428.2356,184220.0,1.844282,100000.0,1.8504
2020-08-20,208.2356,178206.2356,177998.0,1.782062,100000.0,1.8443
2020-08-21,208.2356,176498.2356,176290.0,1.764982,100000.0,1.7821
2020-08-24,208.2356,176620.2356,176412.0,1.766202,100000.0,1.765
2020-08-25,208.2356,178328.2356,178120.0,1.783282,100000.0,1.7662
2020-08-26,208.2356,175522.2356,175314.0,1.755222,100000.0,1.7833
2020-08-27,176302.694,176302.694,0.0,1.763027,100000.0,1.7552
2020-08-28,654.2876,176162.2876,175508.0,1.761623,100000.0,1.763
2020-08-31,654.2876,175582.2876,174928.0,1.755823,100000.0,1.7616
2020-09-01,654.2876,176278.2876,175624.0,1.762783,100000.0,1.7558
2020-09-02,654.2876,178366.2876,177712.0,1.783663,100000.0,1.7628
2020-09-03,654.2876,173494.2876,172840.0,1.734943,100000.0,1.7837
2020-09-04,654.2876,174190.2876,173536.0,1.741903,100000.0,1.7349
2020-09-07,654.2876,173958.2876,173304.0,1.739583,100000.0,1.7419
2020-09-08,654.2876,179642.2876,178988.0,1.796423,100000.0,1.7396
2020-09-09,654.2876,177090.2876,176436.0,1.770903,100000.0,1.7964
2020-09-10,654.2876,178598.2876,177944.0,1.785983,100000.0,1.7709
2020-09-11,654.2876,174770.2876,174116.0,1.747703,100000.0,1.786
2020-09-14,654.2876,178134.2876,177480.0,1.781343,100000.0,1.7477
2020-09-15,654.2876,178714.2876,178060.0,1.787143,100000.0,1.7813
2020-09-16,654.2876,179758.2876,179104.0,1.797583,100000.0,1.7871
2020-09-17,654.2876,181266.2876,180612.0,1.812663,100000.0,1.7976
2020-09-18,654.2876,187066.2876,186412.0,1.870663,100000.0,1.8127
2020-09-21,654.2876,184630.2876,183976.0,1.846303,100000.0,1.8707
2020-09-22,654.2876,181266.2876,180612.0,1.812663,100000.0,1.8463
2020-09-23,654.2876,181962.2876,181308.0,1.819623,100000.0,1.8127
2020-09-24,654.2876,176046.2876,175392.0,1.760463,100000.0,1.8196
2020-09-25,654.2876,176858.2876,176204.0,1.768583,100000.0,1.7605
2020-09-28,654.2876,178250.2876,177596.0,1.782503,100000.0,1.7686
2020-09-29,654.2876,172334.2876,171680.0,1.723343,100000.0,1.7825
2020-09-30,654.2876,176626.2876,175972.0,1.766263,100000.0,1.7233
2020-10-09,654.2876,176742.2876,176088.0,1.767423,100000.0,1.7663
2020-10-12,654.2876,185094.2876,184440.0,1.850943,100000.0,1.7674
2020-10-13,654.2876,186950.2876,186296.0,1.869503,100000.0,1.8509
2020-10-14,654.2876,186602.2876,185948.0,1.866023,100000.0,1.8695
2020-10-15,654.2876,192750.2876,192096.0,1.927503,100000.0,1.866
2020-10-16,654.2876,199014.2876,198360.0,1.990143,100000.0,1.9275
2020-10-19,654.2876,203422.2876,202768.0,2.034223,100000.0,1.9901
2020-10-20,654.2876,204118.2876,203464.0,2.041183,100000.0,2.0342
2020-10-21,654.2876,208410.2876,207756.0,2.084103,100000.0,2.0412
2020-10-22,654.2876,204350.2876,203696.0,2.043503,100000.0,2.0841
2020-10-23,654.2876,210962.2876,210308.0,2.109623,100000.0,2.0435
2020-10-26,654.2876,205974.2876,205320.0,2.059743,100000.0,2.1096
2020-10-27,654.2876,206670.2876,206016.0,2.066703,100000.0,2.0597
2020-10-28,654.2876,205162.2876,204508.0,2.051623,100000.0,2.0667
2020-10-29,654.2876,206786.2876,206132.0,2.067863,100000.0,2.0516
2020-10-30,654.2876,206554.2876,205900.0,2.065543,100000.0,2.0679
2020-11-02,654.2876,205162.2876,204508.0,2.051623,100000.0,2.0655
2020-11-03,654.2876,208990.2876,208336.0,2.089903,100000.0,2.0516
2020-11-04,654.2876,213166.2876,212512.0,2.131663,100000.0,2.0899
2020-11-05,205604.7116,205604.7116,0.0,2.056047,100000.0,2.1317
2020-11-06,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-09,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-10,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-11,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-12,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-13,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-16,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-17,205604.7116,205604.7116,0.0,2.056047,100000.0,2.056
2020-11-18,534.7868,205440.7868,204906.0,2.054408,100000.0,2.056
2020-11-19,534.7868,209769.7868,209235.0,2.097698,100000.0,2.0544
2020-11-20,534.7868,209880.7868,209346.0,2.098808,100000.0,2.0977
2020-11-23,534.7868,218316.7868,217782.0,2.183168,100000.0,2.0988
2020-11-24,534.7868,215430.7868,214896.0,2.154308,100000.0,2.1832
2020-11-25,534.7868,212100.7868,211566.0,2.121008,100000.0,2.1543
2020-11-26,534.7868,216984.7868,216450.0,2.169848,100000.0,2.121
2020-11-27,534.7868,219204.7868,218670.0,2.192048,100000.0,2.1698
2020-11-30,534.7868,219648.7868,219114.0,2.196488,100000.0,2.192
2020-12-01,534.7868,223089.7868,222555.0,2.230898,100000.0,2.1965
2020-12-02,534.7868,218427.7868,217893.0,2.184278,100000.0,2.2309
2020-12-03,534.7868,217428.7868,216894.0,2.174288,100000.0,2.1843
2020-12-04,534.7868,214764.7868,214230.0,2.147648,100000.0,2.1743
2020-12-07,534.7868,210435.7868,209901.0,2.104358,100000.0,2.1476
2020-12-08,534.7868,208215.7868,207681.0,2.082158,100000.0,2.1044
2020-12-09,534.7868,208215.7868,207681.0,2.082158,100000.0,2.0822
2020-12-10,534.7868,207549.7868,207015.0,2.075498,100000.0,2.0822
2020-12-11,534.7868,206106.7868,205572.0,2.061068,100000.0,2.0755
2020-12-14,534.7868,210102.7868,209568.0,2.101028,100000.0,2.0611
2020-12-15,534.7868,208548.7868,208014.0,2.085488,100000.0,2.101
2020-12-16,534.7868,211545.7868,211011.0,2.115458,100000.0,2.0855
2020-12-17,534.7868,210879.7868,210345.0,2.108798,100000.0,2.1155
2020-12-18,534.7868,204330.7868,203796.0,2.043308,100000.0,2.1088
2020-12-21,534.7868,203442.7868,202908.0,2.034428,100000.0,2.0433
2020-12-22,534.7868,199224.7868,198690.0,1.992248,100000.0,2.0344
2020-12-23,534.7868,200334.7868,199800.0,2.003348,100000.0,1.9922
2020-12-24,534.7868,203220.7868,202686.0,2.032208,100000.0,2.0033
2020-12-25,534.7868,200778.7868,200244.0,2.007788,100000.0,2.0322
2020-12-28,534.7868,209769.7868,209235.0,2.097698,100000.0,2.0078
2020-12-29,534.7868,213321.7868,212787.0,2.133218,100000.0,2.0977
2020-12-30,534.7868,213654.7868,213120.0,2.136548,100000.0,2.1332
2020-12-31,534.7868,215208.7868,214674.0,2.152088,100000.0,2.1365
2021-01-04,534.7868,206994.7868,206460.0,2.069948,100000.0,2.1521
2021-01-05,534.7868,202221.7868,201687.0,2.022218,100000.0,2.0699
2021-01-06,534.7868,217650.7868,217116.0,2.176508,100000.0,2.0222
2021-01-07,534.7868,221424.7868,220890.0,2.214248,100000.0,2.1765
2021-01-08,534.7868,220869.7868,220335.0,2.208698,100000.0,2.2142
2021-01-11,534.7868,226752.7868,226218.0,2.267528,100000.0,2.2087
2021-01-12,534.7868,233634.7868,233100.0,2.336348,100000.0,2.2675
2021-01-13,534.7868,230304.7868,229770.0,2.303048,100000.0,2.3363
2021-01-14,534.7868,224421.7868,223887.0,2.244218,100000.0,2.303
2021-01-15,534.7868,233634.7868,233100.0,2.336348,100000.0,2.2442
2021-01-18,534.7868,252504.7868,251970.0,2.525048,100000.0,2.3363
2021-01-19,534.7868,248508.7868,247974.0,2.485088,100000.0,2.525
2021-01-20,534.7868,249951.7868,249417.0,2.499518,100000.0,2.4851
2021-01-21,534.7868,247287.7868,246753.0,2.472878,100000.0,2.4995
2021-01-22,534.7868,245067.7868,244533.0,2.450678,100000.0,2.4729
2021-01-25,534.7868,250173.7868,249639.0,2.501738,100000.0,2.4507
2021-01-26,534.7868,248841.7868,248307.0,2.488418,100000.0,2.5017
2021-01-27,534.7868,256722.7868,256188.0,2.567228,100000.0,2.4884
2021-01-28,534.7868,253725.7868,253191.0,2.537258,100000.0,2.5672
2021-01-29,534.7868,256833.7868,256299.0,2.568338,100000.0,2.5373
2021-02-01,534.7868,273039.7868,272505.0,2.730398,100000.0,2.5683
2021-02-02,534.7868,258942.7868,258408.0,2.589428,100000.0,2.7304
2021-02-03,534.7868,277479.7868,276945.0,2.774798,100000.0,2.5894
2021-02-04,534.7868,273594.7868,273060.0,2.735948,100000.0,2.7748
2021-02-05,534.7868,277257.7868,276723.0,2.772578,100000.0,2.7359
2021-02-08,534.7868,275814.7868,275280.0,2.758148,100000.0,2.7726
2021-02-09,534.7868,273372.7868,272838.0,2.733728,100000.0,2.7581
2021-02-10,264460.8632,264460.8632,0.0,2.644609,100000.0,2.7337
2021-02-18,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-02-19,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-02-22,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-02-23,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-02-24,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-02-25,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-02-26,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-01,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-02,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-03,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-04,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-05,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-08,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-09,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-10,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-11,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-12,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-15,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-16,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-17,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-18,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-19,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-22,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-23,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-24,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-25,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-26,264460.8632,264460.8632,0.0,2.644609,100000.0,2.6446
2021-03-29,2073.1208,264251.1208,262178.0,2.642511,100000.0,2.6446
2021-03-30,2073.1208,269619.1208,267546.0,2.696191,100000.0,2.6425
2021-03-31,2073.1208,270595.1208,268522.0,2.705951,100000.0,2.6962
2021-04-01,2073.1208,267789.1208,265716.0,2.677891,100000.0,2.706
2021-04-02,2073.1208,264373.1208,262300.0,2.643731,100000.0,2.6779
2021-04-06,2073.1208,266569.1208,264496.0,2.665691,100000.0,2.6437
2021-04-07,2073.1208,266081.1208,264008.0,2.660811,100000.0,2.6657
2021-04-08,2073.1208,265105.1208,263032.0,2.651051,100000.0,2.6608
2021-04-09,2073.1208,261933.1208,259860.0,2.619331,100000.0,2.6511
2021-04-12,2073.1208,254613.1208,252540.0,2.546131,100000.0,2.6193
2021-04-13,2073.1208,255589.1208,253516.0,2.555891,100000.0,2.5461
2021-04-14,2073.1208,254247.1208,252174.0,2.542471,100000.0,2.5559
2021-04-15,2073.1208,250465.1208,248392.0,2.504651,100000.0,2.5425
2021-04-16,2073.1208,249245.1208,247172.0,2.492451,100000.0,2.5047
2021-04-19,2073.1208,260103.1208,258030.0,2.601031,100000.0,2.4925
2021-04-20,2073.1208,266691.1208,264618.0,2.666911,100000.0,2.601
2021-04-21,2073.1208,282795.1208,280722.0,2.827951,100000.0,2.6669
2021-04-22,2073.1208,282429.1208,280356.0,2.824291,100000.0,2.828
2021-04-23,2073.1208,286211.1208,284138.0,2.862111,100000.0,2.8243
2021-04-26,2073.1208,281941.1208,279868.0,2.819411,100000.0,2.8621
2021-04-27,2073.1208,281941.1208,279868.0,2.819411,100000.0,2.8194
2021-04-28,2073.1208,286943.1208,284870.0,2.869431,100000.0,2.8194
2021-04-29,2073.1208,289871.1208,287798.0,2.898711,100000.0,2.8694
2021-04-30,2073.1208,286211.1208,284138.0,2.862111,100000.0,2.8987
2021-05-06,2073.1208,288773.1208,286700.0,2.887731,100000.0,2.8621
2021-05-07,2073.1208,295483.1208,293410.0,2.954831,100000.0,2.8877
2021-05-10,2073.1208,293165.1208,291092.0,2.931651,100000.0,2.9548
2021-05-11,2073.1208,289139.1208,287066.0,2.891391,100000.0,2.9317
2021-05-12,2073.1208,289383.1208,287310.0,2.893831,100000.0,2.8914
2021-05-13,2073.1208,283527.1208,281454.0,2.835271,100000.0,2.8938
2021-05-14,4269.1208,288773.1208,284504.0,2.887731,100000.0,2.8353
2021-05-17,4269.1208,292189.1208,287920.0,2.921891,100000.0,2.8877
2021-05-18,4269.1208,295849.1208,291580.0,2.958491,100000.0,2.9219
2021-05-19,4269.1208,292189.1208,287920.0,2.921891,100000.0,2.9585
2021-05-20,4269.1208,294873.1208,290604.0,2.948731,100000.0,2.9219
2021-05-21,290331.2804,290331.2804,0.0,2.903313,100000.0,2.9487
2021-05-24,290331.2804,290331.2804,0.0,2.903313,100000.0,2.9033
2021-05-25,2281.0244,290101.0244,287820.0,2.90101,100000.0,2.9033
2021-05-26,2281.0244,294898.0244,292617.0,2.94898,100000.0,2.901
2021-05-27,2281.0244,292324.0244,290043.0,2.92324,100000.0,2.949
2021-05-28,2281.0244,288931.0244,286650.0,2.88931,100000.0,2.9232
2021-05-31,2281.0244,285421.0244,283140.0,2.85421,100000.0,2.8893
2021-06-01,2281.0244,282145.0244,279864.0,2.82145,100000.0,2.8542
